1,shrimp,almonds,avocado,vegetables_mix,green_grapes,whole_weat_flour,yams,cottage_cheese,energy_drink,tomato_juice,low_fat_yogurt,green_tea,honey,salad,mineral_water,salmon,antioxydant_juice,frozen_smoothie,spinach,olive_oil
47,mineral_water,chicken,cereals,clothes_accessories,,,,,,,,,,,,,,,,
48,mineral_water,bug_spray,,,,,,,,,,,,,,,,,,
49,avocado,muffins,,,,,,,,,,,,,,,,,,
50,burgers,black_tea,green_tea,,,,,,,,,,,,,,,,,
51,spaghetti,chocolate,brownies,white_wine,green_tea,,,,,,,,,,,,,,,
52,fresh_tuna,mineral_water,eggs,,,,,,,,,,,,,,,,,
53,spaghetti,muffins,,,,,,,,,,,,,,,,,,
54,spaghetti,chocolate,,,,,,,,,,,,,,,,,,
55,french_fries,escalope,champagne,,,,,,,,,,,,,,,,,
56,tomato_sauce,light_mayo,,,,,,,,,,,,,,,,,,
57,turkey,fresh_tuna,frozen_vegetables,tomatoes,ground_beef,spaghetti,mineral_water,chocolate,soup,milk,olive_oil,,,,,,,,,
58,eggs,cookies,,,,,,,,,,,,,,,,,,
59,soup,chicken,gums,soda,body_spray,energy_drink,green_tea,,,,,,,,,,,,,
60,turkey,frozen_vegetables,mineral_water,cider,cooking_oil,green_tea,,,,,,,,,,,,,,
61,spaghetti,,,,,,,,,,,,,,,,,,,
62,clothes_accessories,,,,,,,,,,,,,,,,,,,
63,energy_drink,,,,,,,,,,,,,,,,,,,
64,soup,bug_spray,shallot,protein_bar,green_tea,,,,,,,,,,,,,,,
65,turkey,eggs,,,,,,,,,,,,,,,,,,
66,french_fries,,,,,,,,,,,,,,,,,,,
67,chocolate,milk,,,,,,,,,,,,,,,,,,
68,herb_&_pepper,whole_wheat_pasta,ground_beef,mineral_water,avocado,cider,whole_wheat_rice,,,,,,,,,,,,,
69,cookies,,,,,,,,,,,,,,,,,,,
70,shrimp,pasta,,,,,,,,,,,,,,,,,,
71,grated_cheese,herb_&_pepper,tomatoes,tomato_sauce,corn,,,,,,,,,,,,,,,
72,burgers,escalope,shallot,,,,,,,,,,,,,,,,,
73,cookies,,,,,,,,,,,,,,,,,,,
74,yogurt_cake,,,,,,,,,,,,,,,,,,,
75,soup,eggs,,,,,,,,,,,,,,,,,,
76,cookies,,,,,,,,,,,,,,,,,,,
77,mineral_water,chocolate,low_fat_yogurt,,,,,,,,,,,,,,,,,
78,eggs,strawberries,,,,,,,,,,,,,,,,,,
79,grated_cheese,ground_beef,spaghetti,mineral_water,white_wine,,,,,,,,,,,,,,,
80,mint,,,,,,,,,,,,,,,,,,,
81,eggs,cake,french_fries,,,,,,,,,,,,,,,,,
82,burgers,spaghetti,milk,french_fries,green_tea,,,,,,,,,,,,,,,
83,mineral_water,energy_bar,butter,french_fries,,,,,,,,,,,,,,,,
84,burgers,grated_cheese,herb_&_pepper,mineral_water,eggs,cooking_oil,,,,,,,,,,,,,,
85,energy_bar,,,,,,,,,,,,,,,,,,,
86,energy_bar,energy_drink,,,,,,,,,,,,,,,,,,
87,chocolate,frozen_smoothie,,,,,,,,,,,,,,,,,,
88,low_fat_yogurt,,,,,,,,,,,,,,,,,,,
89,asparagus,salad,,,,,,,,,,,,,,,,,,
90,burgers,french_fries,low_fat_yogurt,green_tea,,,,,,,,,,,,,,,,
91,low_fat_yogurt,,,,,,,,,,,,,,,,,,,
92,burgers,herb_&_pepper,shrimp,pasta,spaghetti,mineral_water,meatballs,olive_oil,energy_bar,french_wine,eggs,salt,,,,,,,,
93,champagne,low_fat_yogurt,,,,,,,,,,,,,,,,,,
94,champagne,,,,,,,,,,,,,,,,,,,
95,burgers,almonds,eggs,french_fries,cookies,green_tea,,,,,,,,,,,,,,
96,ham,soup,escalope,body_spray,,,,,,,,,,,,,,,,
97,turkey,ham,frozen_vegetables,pepper,oil,extra_dark_chocolate,tea,magazines,,,,,,,,,,,,
98,muffins,eggs,cookies,,,,,,,,,,,,,,,,,
99,cookies,,,,,,,,,,,,,,,,,,,
100,frozen_vegetables,whole_wheat_pasta,ground_beef,spaghetti,chocolate,green_tea,,,,,,,,,,,,,,
101,mineral_water,barbecue_sauce,chocolate,,,,,,,,,,,,,,,,,
102,burgers,herb_&_pepper,energy_bar,almonds,eggs,corn,mayonnaise,zucchini,,,,,,,,,,,,
103,turkey,burgers,ground_beef,chocolate,soup,almonds,eggs,hot_dogs,cottage_cheese,,,,,,,,,,,
104,ham,spaghetti,chocolate,eggs,,,,,,,,,,,,,,,,
105,ground_beef,energy_bar,pet_food,carrots,protein_bar,,,,,,,,,,,,,,,
106,ground_beef,tomato_sauce,spaghetti,mineral_water,almonds,eggs,,,,,,,,,,,,,,
107,mineral_water,olive_oil,gums,cooking_oil,,,,,,,,,,,,,,,,
108,shrimp,pasta,mineral_water,soup,avocado,milk,olive_oil,green_grapes,eggs,bug_spray,,,,,,,,,,
109,shrimp,pasta,soup,cake,cooking_oil,chicken,light_mayo,low_fat_yogurt,,,,,,,,,,,,
110,spaghetti,mineral_water,chocolate,french_fries,champagne,escalope,mushroom_cream_sauce,fresh_bread,,,,,,,,,,,,
111,shrimp,pasta,mineral_water,eggs,,,,,,,,,,,,,,,,
112,burgers,oil,tomato_juice,fresh_bread,,,,,,,,,,,,,,,,
113,french_wine,eggs,chocolate,low_fat_yogurt,,,,,,,,,,,,,,,,
114,chicken,eggs,french_fries,pancakes,,,,,,,,,,,,,,,,
115,turkey,herb_&_pepper,salmon,white_wine,candy_bars,,,,,,,,,,,,,,,
116,grated_cheese,spaghetti,olive_oil,eggs,french_fries,green_tea,,,,,,,,,,,,,,
117,mineral_water,energy_bar,,,,,,,,,,,,,,,,,,
118,eggs,french_fries,,,,,,,,,,,,,,,,,,
119,burgers,tomatoes,mineral_water,soup,milk,almonds,eggs,chocolate,tomato_juice,,,,,,,,,,,
120,muffins,,,,,,,,,,,,,,,,,,,
121,pasta,,,,,,,,,,,,,,,,,,,
122,tomatoes,spaghetti,frozen_smoothie,,,,,,,,,,,,,,,,,
123,ground_beef,spaghetti,milk,,,,,,,,,,,,,,,,,
124,french_fries,,,,,,,,,,,,,,,,,,,
125,chocolate,milk,,,,,,,,,,,,,,,,,,
126,burgers,shrimp,pasta,frozen_vegetables,spaghetti,mineral_water,milk,eggs,chocolate,french_fries,pancakes,low_fat_yogurt,,,,,,,,
127,ground_beef,mineral_water,antioxydant_juice,protein_bar,,,,,,,,,,,,,,,,
128,grated_cheese,whole_wheat_pasta,ground_beef,spaghetti,cake,energy_drink,,,,,,,,,,,,,,
129,grated_cheese,,,,,,,,,,,,,,,,,,,
130,pancakes,,,,,,,,,,,,,,,,,,,
131,frozen_smoothie,,,,,,,,,,,,,,,,,,,
132,carrots,green_tea,,,,,,,,,,,,,,,,,,
133,chocolate,,,,,,,,,,,,,,,,,,,
134,turkey,burgers,chocolate,olive_oil,eggs,cooking_oil,corn,,,,,,,,,,,,,
135,frozen_vegetables,tomatoes,pepper,spaghetti,mineral_water,pancakes,chicken,chili,tea,french_fries,tomato_juice,fresh_bread,,,,,,,,
136,cookies,,,,,,,,,,,,,,,,,,,
137,ground_beef,,,,,,,,,,,,,,,,,,,
138,turkey,eggs,chocolate,frozen_smoothie,tomato_juice,,,,,,,,,,,,,,,
139,frozen_vegetables,cooking_oil,mashed_potato,,,,,,,,,,,,,,,,,
140,frozen_vegetables,ground_beef,tomato_sauce,mineral_water,meatballs,olive_oil,light_cream,tomato_juice,,,,,,,,,,,,
141,red_wine,spaghetti,mineral_water,soup,milk,eggs,cake,gums,cooking_oil,chocolate,frozen_smoothie,,,,,,,,,
142,chocolate,tomatoes,spaghetti,mineral_water,avocado,milk,olive_oil,eggs,rice,french_fries,brownies,,,,,,,,,
143,chocolate,shrimp,pasta,frozen_vegetables,ground_beef,mineral_water,nonfat_milk,eggs,,,,,,,,,,,,
144,turkey,shrimp,pasta,pepper,spaghetti,mineral_water,eggs,chicken,french_fries,,,,,,,,,,,
145,cookies,,,,,,,,,,,,,,,,,,,
146,turkey,tomatoes,cake,,,,,,,,,,,,,,,,,
147,yams,mineral_water,soup,milk,pancakes,whole_wheat_rice,barbecue_sauce,carrots,chocolate,champagne,,,,,,,,,,
148,rice,,,,,,,,,,,,,,,,,,,
149,chocolate,milk,,,,,,,,,,,,,,,,,,
150,shrimp,pasta,frozen_vegetables,water_spray,,,,,,,,,,,,,,,,
151,burgers,mineral_water,milk,eggs,whole_wheat_rice,mint,,,,,,,,,,,,,,
152,mineral_water,vegetables_mix,cake,frozen_smoothie,brownies,,,,,,,,,,,,,,,
153,cookies,,,,,,,,,,,,,,,,,,,
154,shrimp,pasta,chicken,chocolate_bread,,,,,,,,,,,,,,,,
155,shallot,,,,,,,,,,,,,,,,,,,
156,shrimp,pasta,spaghetti,eggs,hot_dogs,green_tea,,,,,,,,,,,,,,
157,burgers,,,,,,,,,,,,,,,,,,,
158,red_wine,ground_beef,spaghetti,mineral_water,milk,olive_oil,strong_cheese,light_cream,cooking_oil,,,,,,,,,,,
159,burgers,grated_cheese,spaghetti,avocado,milk,oil,french_fries,,,,,,,,,,,,,
160,herb_&_pepper,whole_wheat_pasta,ground_beef,mineral_water,olive_oil,,,,,,,,,,,,,,,
161,shrimp,pasta,yams,milk,chocolate,,,,,,,,,,,,,,,
162,butter,green_tea,,,,,,,,,,,,,,,,,,
163,light_mayo,,,,,,,,,,,,,,,,,,,
164,low_fat_yogurt,,,,,,,,,,,,,,,,,,,
165,herb_&_pepper,shrimp,pasta,spaghetti,milk,,,,,,,,,,,,,,,
166,burgers,eggs,,,,,,,,,,,,,,,,,,
167,turkey,herb_&_pepper,ground_beef,soup,avocado,milk,black_tea,eggs,barbecue_sauce,carrots,cookies,tomato_juice,fresh_bread,,,,,,,
168,cookies,,,,,,,,,,,,,,,,,,,
169,escalope,,,,,,,,,,,,,,,,,,,
170,pepper,french_fries,strawberries,pancakes,low_fat_yogurt,,,,,,,,,,,,,,,
171,frozen_vegetables,yams,chicken,honey,light_mayo,,,,,,,,,,,,,,,
172,chocolate,champagne,,,,,,,,,,,,,,,,,,
173,herb_&_pepper,honey,cake,rice,protein_bar,,,,,,,,,,,,,,,
174,burgers,chocolate,frozen_vegetables,ground_beef,mineral_water,milk,light_mayo,asparagus,,,,,,,,,,,,
175,chocolate,mineral_water,corn,cottage_cheese,green_tea,,,,,,,,,,,,,,,
176,muffins,,,,,,,,,,,,,,,,,,,
177,ham,french_wine,escalope,,,,,,,,,,,,,,,,,
178,spaghetti,milk,whole_wheat_rice,mint_green_tea,,,,,,,,,,,,,,,,
179,chocolate,body_spray,,,,,,,,,,,,,,,,,,
180,frozen_vegetables,french_fries,hot_dogs,,,,,,,,,,,,,,,,,
181,candy_bars,,,,,,,,,,,,,,,,,,,
182,burgers,shrimp,pasta,milk,green_tea,french_fries,cookies,white_wine,,,,,,,,,,,,
183,parmesan_cheese,ground_beef,,,,,,,,,,,,,,,,,,
184,pancakes,whole_wheat_rice,candy_bars,,,,,,,,,,,,,,,,,
185,eggs,eggplant,cookies,,,,,,,,,,,,,,,,,
186,frozen_vegetables,mineral_water,,,,,,,,,,,,,,,,,,
187,chocolate,,,,,,,,,,,,,,,,,,,
188,turkey,spaghetti,milk,whole_wheat_rice,chocolate,,,,,,,,,,,,,,,
189,whole_wheat_pasta,ground_beef,spaghetti,soup,meatballs,chicken,blueberries,cooking_oil,champagne,yogurt_cake,protein_bar,,,,,,,,,
190,cooking_oil,tomato_juice,,,,,,,,,,,,,,,,,,
191,frozen_vegetables,milk,eggs,french_fries,green_tea,,,,,,,,,,,,,,,
192,fresh_tuna,spaghetti,olive_oil,french_wine,eggs,french_fries,champagne,pancakes,light_mayo,,,,,,,,,,,
193,red_wine,honey,hot_dogs,,,,,,,,,,,,,,,,,
194,milk,bacon,eggs,french_fries,fresh_bread,,,,,,,,,,,,,,,
195,french_fries,yogurt_cake,,,,,,,,,,,,,,,,,,
196,milk,,,,,,,,,,,,,,,,,,,
197,french_fries,,,,,,,,,,,,,,,,,,,
198,chocolate,,,,,,,,,,,,,,,,,,,
199,burgers,ham,red_wine,,,,,,,,,,,,,,,,,
200,shrimp,pasta,tomatoes,energy_bar,french_wine,antioxydant_juice,french_fries,frozen_smoothie,brownies,,,,,,,,,,,
201,green_tea,,,,,,,,,,,,,,,,,,,
202,low_fat_yogurt,,,,,,,,,,,,,,,,,,,
203,turkey,spaghetti,mineral_water,soup,spinach,soda,energy_drink,salt,,,,,,,,,,,,
204,turkey,eggs,,,,,,,,,,,,,,,,,,
205,bug_spray,hot_dogs,,,,,,,,,,,,,,,,,,
206,oil,,,,,,,,,,,,,,,,,,,
207,soup,energy_bar,chicken,eggs,cake,french_fries,body_spray,strawberries,,,,,,,,,,,,
208,spaghetti,chocolate,yogurt_cake,,,,,,,,,,,,,,,,,
209,turkey,mineral_water,meatballs,,,,,,,,,,,,,,,,,
210,ground_beef,mineral_water,chocolate,fromage_blanc,bacon,hot_dogs,,,,,,,,,,,,,,
211,frozen_vegetables,mineral_water,vegetables_mix,escalope,,,,,,,,,,,,,,,,
212,herb_&_pepper,red_wine,tomatoes,,,,,,,,,,,,,,,,,
213,whole_wheat_pasta,olive_oil,cereals,brownies,green_tea,,,,,,,,,,,,,,,
214,cookies,,,,,,,,,,,,,,,,,,,
215,olive_oil,cookies,mushroom_cream_sauce,,,,,,,,,,,,,,,,,
216,ground_beef,pancakes,cooking_oil,gluten_free_bar,light_mayo,,,,,,,,,,,,,,,
217,mineral_water,french_fries,,,,,,,,,,,,,,,,,,
218,herb_&_pepper,,,,,,,,,,,,,,,,,,,
219,salmon,,,,,,,,,,,,,,,,,,,
220,eggs,escalope,,,,,,,,,,,,,,,,,,
221,mineral_water,tomato_juice,,,,,,,,,,,,,,,,,,
222,mineral_water,,,,,,,,,,,,,,,,,,,
223,shrimp,mineral_water,soup,black_tea,,,,,,,,,,,,,,,,
224,cake,frozen_smoothie,,,,,,,,,,,,,,,,,,
225,turkey,burgers,grated_cheese,tomatoes,chocolate,fromage_blanc,honey,whole_wheat_rice,,,,,,,,,,,,
226,frozen_vegetables,ground_beef,mineral_water,olive_oil,pancakes,,,,,,,,,,,,,,,
227,turkey,burgers,ground_beef,milk,olive_oil,cake,fresh_bread,,,,,,,,,,,,,
228,whole_wheat_pasta,ground_beef,spaghetti,yams,mineral_water,soup,chutney,cereals,energy_drink,protein_bar,,,,,,,,,,
229,eggs,whole_wheat_rice,cake,green_tea,escalope,,,,,,,,,,,,,,,
230,ground_beef,yams,soup,avocado,salmon,green_tea,,,,,,,,,,,,,,
231,milk,,,,,,,,,,,,,,,,,,,
232,spaghetti,chocolate,,,,,,,,,,,,,,,,,,
233,whole_wheat_pasta,honey,,,,,,,,,,,,,,,,,,
234,whole_wheat_pasta,green_tea,,,,,,,,,,,,,,,,,,
235,spaghetti,meatballs,vegetables_mix,chocolate,,,,,,,,,,,,,,,,
236,eggs,low_fat_yogurt,,,,,,,,,,,,,,,,,,
237,fresh_tuna,shrimp,pasta,mineral_water,olive_oil,eggs,cake,brownies,tomato_juice,,,,,,,,,,,
238,mineral_water,green_grapes,hot_dogs,fresh_bread,,,,,,,,,,,,,,,,
239,frozen_vegetables,meatballs,eggs,chocolate,,,,,,,,,,,,,,,,
240,chocolate,,,,,,,,,,,,,,,,,,,
241,meatballs,milk,,,,,,,,,,,,,,,,,,
242,low_fat_yogurt,,,,,,,,,,,,,,,,,,,
243,green_tea,,,,,,,,,,,,,,,,,,,
244,escalope,pasta,,,,,,,,,,,,,,,,,,
245,pepper,chocolate,olive_oil,french_wine,salmon,rice,light_mayo,fresh_bread,magazines,,,,,,,,,,,
246,red_wine,french_wine,vegetables_mix,rice,clothes_accessories,hot_dogs,green_tea,,,,,,,,,,,,,
247,burgers,dessert_wine,spaghetti,chicken,cake,protein_bar,green_tea,,,,,,,,,,,,,
248,french_wine,cake,fresh_bread,,,,,,,,,,,,,,,,,
249,burgers,frozen_vegetables,flax_seed,eggs,,,,,,,,,,,,,,,,
250,red_wine,,,,,,,,,,,,,,,,,,,
251,pepper,mineral_water,energy_bar,green_grapes,,,,,,,,,,,,,,,,
252,milk,eggs,cake,chocolate,french_fries,green_tea,,,,,,,,,,,,,,
253,french_fries,,,,,,,,,,,,,,,,,,,
254,almonds,,,,,,,,,,,,,,,,,,,
255,burgers,mineral_water,green_tea,,,,,,,,,,,,,,,,,
256,milk,pancakes,,,,,,,,,,,,,,,,,,
257,pancakes,eggs,salt,tomato_juice,,,,,,,,,,,,,,,,
258,mineral_water,,,,,,,,,,,,,,,,,,,
259,ham,spaghetti,mineral_water,olive_oil,,,,,,,,,,,,,,,,
260,salt,tomato_juice,fresh_bread,,,,,,,,,,,,,,,,,
261,spaghetti,mushroom_cream_sauce,,,,,,,,,,,,,,,,,,
262,spaghetti,mineral_water,eggs,pet_food,,,,,,,,,,,,,,,,
263,frozen_vegetables,spaghetti,,,,,,,,,,,,,,,,,,
264,energy_drink,,,,,,,,,,,,,,,,,,,
265,muffins,,,,,,,,,,,,,,,,,,,
266,turkey,milk,,,,,,,,,,,,,,,,,,
267,cookies,,,,,,,,,,,,,,,,,,,
268,chocolate,,,,,,,,,,,,,,,,,,,
269,spaghetti,mineral_water,eggs,cooking_oil,chocolate,escalope,,,,,,,,,,,,,,
270,shrimp,frozen_vegetables,pepper,spaghetti,green_tea,,,,,,,,,,,,,,,
271,burgers,fresh_tuna,red_wine,mineral_water,french_fries,hand_protein_bar,low_fat_yogurt,,,,,,,,,,,,,
272,pancakes,eggs,energy_drink,fresh_bread,,,,,,,,,,,,,,,,
273,strong_cheese,salmon,green_tea,french_fries,frozen_smoothie,hot_dogs,,,,,,,,,,,,,,
274,grated_cheese,shrimp,pasta,tomatoes,milk,frozen_smoothie,sandwich,,,,,,,,,,,,,
275,herb_&_pepper,whole_wheat_pasta,olive_oil,pancakes,eggs,,,,,,,,,,,,,,,
276,spaghetti,antioxydant_juice,,,,,,,,,,,,,,,,,,
277,chocolate,milk,almonds,eggs,strawberries,white_wine,,,,,,,,,,,,,,
278,french_fries,strawberries,,,,,,,,,,,,,,,,,,
279,mineral_water,,,,,,,,,,,,,,,,,,,
280,eggs,,,,,,,,,,,,,,,,,,,
281,escalope,,,,,,,,,,,,,,,,,,,
282,cake,,,,,,,,,,,,,,,,,,,
283,whole_wheat_pasta,antioxydant_juice,body_spray,green_tea,,,,,,,,,,,,,,,,
284,mineral_water,oil,frozen_smoothie,,,,,,,,,,,,,,,,,
285,french_fries,champagne,,,,,,,,,,,,,,,,,,
286,chocolate,french_fries,,,,,,,,,,,,,,,,,,
287,frozen_vegetables,spaghetti,eggs,,,,,,,,,,,,,,,,,
288,hot_dogs,,,,,,,,,,,,,,,,,,,
289,chocolate,cookies,,,,,,,,,,,,,,,,,,
290,pancakes,,,,,,,,,,,,,,,,,,,
291,shrimp,butter,chicken,salmon,,,,,,,,,,,,,,,,
292,chocolate,cookies,babies_food,,,,,,,,,,,,,,,,,
293,pepper,spaghetti,cake,chocolate,french_fries,fresh_bread,,,,,,,,,,,,,,
294,avocado,oil,cereals,french_fries,,,,,,,,,,,,,,,,
295,herb_&_pepper,spaghetti,mineral_water,spinach,eggs,oil,cooking_oil,green_tea,shampoo,tomato_juice,low_fat_yogurt,,,,,,,,,
296,herb_&_pepper,frozen_vegetables,ground_beef,pepper,spaghetti,mint_green_tea,french_fries,,,,,,,,,,,,,
297,french_fries,,,,,,,,,,,,,,,,,,,
298,green_tea,tomato_juice,,,,,,,,,,,,,,,,,,
299,eggs,whole_wheat_rice,chocolate,,,,,,,,,,,,,,,,,
300,grated_cheese,herb_&_pepper,red_wine,spaghetti,mineral_water,salmon,eggs,cooking_oil,green_tea,,,,,,,,,,,
301,french_fries,cookies,shallot,tomato_juice,fresh_bread,low_fat_yogurt,,,,,,,,,,,,,,
302,burgers,fresh_tuna,spaghetti,muffins,honey,,,,,,,,,,,,,,,
303,herb_&_pepper,ground_beef,spaghetti,eggs,chicken,,,,,,,,,,,,,,,
304,grated_cheese,muffins,tomato_juice,mayonnaise,,,,,,,,,,,,,,,,
305,whole_wheat_pasta,yams,mineral_water,muffins,frozen_smoothie,hot_dogs,energy_drink,,,,,,,,,,,,,
306,burgers,spaghetti,soup,milk,olive_oil,salmon,eggs,blueberries,,,,,,,,,,,,
307,chocolate,champagne,magazines,,,,,,,,,,,,,,,,,
308,frozen_vegetables,spaghetti,yams,mineral_water,french_wine,green_grapes,rice,chocolate,,,,,,,,,,,,
309,tomato_sauce,chocolate,,,,,,,,,,,,,,,,,,
310,milk,eggs,,,,,,,,,,,,,,,,,,
311,pet_food,,,,,,,,,,,,,,,,,,,
312,yogurt_cake,,,,,,,,,,,,,,,,,,,
313,green_tea,,,,,,,,,,,,,,,,,,,
314,escalope,pasta,,,,,,,,,,,,,,,,,,
315,herb_&_pepper,ground_beef,,,,,,,,,,,,,,,,,,
316,mineral_water,honey,brownies,,,,,,,,,,,,,,,,,
317,turkey,eggs,cake,energy_drink,,,,,,,,,,,,,,,,
318,turkey,burgers,dessert_wine,ground_beef,soup,salmon,eggs,gums,tomato_juice,candy_bars,,,,,,,,,,
319,spaghetti,mineral_water,chicken,,,,,,,,,,,,,,,,,
320,turkey,ground_beef,carrots,french_fries,melons,,,,,,,,,,,,,,,
321,mineral_water,eggs,low_fat_yogurt,,,,,,,,,,,,,,,,,
322,turkey,cooking_oil,shampoo,,,,,,,,,,,,,,,,,
323,spaghetti,hot_dogs,,,,,,,,,,,,,,,,,,
324,chocolate,green_tea,,,,,,,,,,,,,,,,,,
325,grated_cheese,pepper,mineral_water,chocolate,eggs,cake,mashed_potato,tomato_juice,,,,,,,,,,,,
326,chocolate,,,,,,,,,,,,,,,,,,,
327,spaghetti,olive_oil,strong_cheese,pancakes,,,,,,,,,,,,,,,,
328,red_wine,mineral_water,soup,rice,cookies,,,,,,,,,,,,,,,
329,red_wine,shrimp,spaghetti,,,,,,,,,,,,,,,,,
330,green_tea,,,,,,,,,,,,,,,,,,,
331,mineral_water,chicken,french_fries,frozen_smoothie,,,,,,,,,,,,,,,,
332,muffins,,,,,,,,,,,,,,,,,,,
333,cake,chocolate,,,,,,,,,,,,,,,,,,
334,fresh_tuna,tomatoes,mineral_water,soup,avocado,meatballs,olive_oil,,,,,,,,,,,,,
335,turkey,french_fries,,,,,,,,,,,,,,,,,,
336,burgers,turkey,herb_&_pepper,ground_beef,pancakes,eggs,light_cream,rice,champagne,fresh_bread,,,,,,,,,,
337,escalope,,,,,,,,,,,,,,,,,,,
338,chocolate,escalope,fresh_bread,,,,,,,,,,,,,,,,,
339,ham,spaghetti,french_wine,vegetables_mix,chocolate,french_fries,,,,,,,,,,,,,,
340,avocado,light_mayo,,,,,,,,,,,,,,,,,,
341,spaghetti,yams,butter,chocolate,,,,,,,,,,,,,,,,
342,energy_bar,eggs,french_fries,,,,,,,,,,,,,,,,,
343,fresh_tuna,barbecue_sauce,eggplant,,,,,,,,,,,,,,,,,
344,energy_drink,,,,,,,,,,,,,,,,,,,
345,whole_wheat_rice,french_fries,hot_dogs,green_tea,,,,,,,,,,,,,,,,
346,mineral_water,chicken,green_tea,,,,,,,,,,,,,,,,,
347,eggs,cake,mushroom_cream_sauce,,,,,,,,,,,,,,,,,
348,escalope,,,,,,,,,,,,,,,,,,,
349,antioxydant_juice,escalope,,,,,,,,,,,,,,,,,,
350,shrimp,spaghetti,french_fries,,,,,,,,,,,,,,,,,
351,grated_cheese,spaghetti,salmon,tomato_juice,,,,,,,,,,,,,,,,
352,spaghetti,green_tea,,,,,,,,,,,,,,,,,,
353,champagne,protein_bar,,,,,,,,,,,,,,,,,,
354,mineral_water,avocado,chocolate,,,,,,,,,,,,,,,,,
355,tomatoes,champagne,green_tea,,,,,,,,,,,,,,,,,
356,chicken,french_fries,escalope,,,,,,,,,,,,,,,,,
357,frozen_vegetables,tomatoes,eggs,green_tea,frozen_smoothie,light_mayo,,,,,,,,,,,,,,
358,ground_beef,chicken,cider,green_grapes,honey,chocolate,french_fries,champagne,frozen_smoothie,escalope,,,,,,,,,,
359,french_fries,champagne,,,,,,,,,,,,,,,,,,
360,mineral_water,soup,,,,,,,,,,,,,,,,,,
